Operation Name,Operation Type,Address,City,Postal Code,Total Floor Area,Unit1,Average Hours Per Week,Annual Flow,Electricity,Unit2,Natural Gas,Unit3,Fuel Oil 1 & 2,Unit4,Fuel Oil 4 & 6,Unit5,Propane,Unit6,Coal,Unit7,Wood,Unit8,District Heat,Unit9,Renewable1,Emission Factor1,District Cool,Unit10,Renewable2,Emission Factor2,GHG Emissions (Kg),Energy Intensity (ekWh/sqft),Energy Intensity (ekWh/Mega Litres),Comments,lat,lng
BYRON CC - POLE BASE,Community centres,1308 NORMAN AVE,London,N6K 2A3,8290.0,Square feet,126,0.0,101916.0,kWh,,Cubic Meter,0.0,Litre,0.0,Litre,0.0,Litre,0.0,Metric Tonne,0.0,Metric Tonne,0.0,Giga Joule,,,0.0,Giga Joule,,,,  42 ,,,42.957150899999995,-81.3361288
CARLING HEIGHTS OCC,Community centres,654 ELIZABETH ST,London,N5Y 6L3,38090.0,Square feet,126,0.0,42603.21,kWh,,Cubic Meter,0.0,Litre,0.0,Litre,0.0,Litre,0.0,Metric Tonne,0.0,Metric Tonne,0.0,Giga Joule,,,0.0,Giga Joule,,,,  42 ,,,42.9987718,-81.233576
CIVIC GARDEN COMPLEX,Community centres,625 SPRINGBANK DR,London,N6K 4T1,19312.0,Square feet,126,0.0,173939.88,kWh,,Cubic Meter,0.0,Litre,0.0,Litre,0.0,Litre,0.0,Metric Tonne,0.0,Metric Tonne,0.0,Giga Joule,,,0.0,Giga Joule,,,,  70 ,,,42.9625799714286,-81.2954907035714
EAST LIONS ARTISANS CC  & POOL,Community centres,1731 CHURCHILL AVE,London,N5W 5P4,6682.0,Square feet,126,0.0,112597.82,kWh,,Cubic Meter,0.0,Litre,0.0,Litre,0.0,Litre,0.0,Metric Tonne,0.0,Metric Tonne,0.0,Giga Joule,,,0.0,Giga Joule,,,,  66 ,,,42.9997093,-81.1765764
HAMILTON RD SENIORS CENTRE,Community centres,898 TRAFALGAR ST,London,N5Z 1G2,8622.0,Square feet,126,0.0,87038.51,kWh,,Cubic Meter,0.0,Litre,0.0,Litre,0.0,Litre,0.0,Metric Tonne,0.0,Metric Tonne,0.0,Giga Joule,,,0.0,Giga Joule,,,,  30 ,,,42.9796469,-81.21527459999999
KIWANIS SENIOR CENTRE,Community centres,78 RIVERSIDE DR,London,N6H 1B4,17200.0,Square feet,126,0.0,257311.08,kWh,,Cubic Meter,0.0,Litre,0.0,Litre,0.0,Litre,0.0,Metric Tonne,0.0,Metric Tonne,0.0,Giga Joule,,,0.0,Giga Joule,,,,  28 ,,,42.982714156951104,-81.2612008102205
LAMBETH CC (NG ALSO FEEDS ARENA),Community centres,7112 BEATTIE ST,London,N6P 1A2,17600.0,Square feet,126,0.0,912.55,kWh,,Cubic Meter,0.0,Litre,0.0,Litre,0.0,Litre,0.0,Metric Tonne,0.0,Metric Tonne,0.0,Giga Joule,,,0.0,Giga Joule,,,,  45 ,,,42.90970010680871,-81.30450357454059
NORTH LONDON OCC,Community centres,1345 CHEAPSIDE ST,London,N5V 3N9,55200.0,Square feet,126,0.0,677587.72,kWh,,Cubic Meter,0.0,Litre,0.0,Litre,0.0,Litre,0.0,Metric Tonne,0.0,Metric Tonne,0.0,Giga Joule,,,0.0,Giga Joule,,,,  26 ,,,43.015113,-81.20854200000001
SOUTH LONDON CC,Community centres,1119 JALNA BLVD,London,N6E 3B3,29460.0,Square feet,126,0.0,185254.3,kWh,,Cubic Meter,0.0,Litre,0.0,Litre,0.0,Litre,0.0,Metric Tonne,0.0,Metric Tonne,0.0,Giga Joule,,,0.0,Giga Joule,,,,  18 ,,,42.9306748,-81.22730920000001
SPRINGBANK GARDENS COM CTRE,Community centres,205 WONDERLAND RD S,London,N6K 3T3,2420.0,Square feet,126,0.0,28658.6,kWh,,Cubic Meter,0.0,Litre,0.0,Litre,0.0,Litre,0.0,Metric Tonne,0.0,Metric Tonne,0.0,Giga Joule,,,0.0,Giga Joule,,,,  38 ,,,42.9613026,-81.2933324
SPRINGBANK PARK-FLINT COTTAGE,Community centres,1097 SPRINGBANK DR,London,N6K 1C5,1773.0,Square feet,70,0.0,1672.77,kWh,,Cubic Meter,0.0,Litre,0.0,Litre,0.0,Litre,0.0,Metric Tonne,0.0,Metric Tonne,0.0,Giga Joule,,,0.0,Giga Joule,,,,  8 ,,,42.95466210000001,-81.31569590000001
EP WILLIAMS ESTATE,Cultural facilities,101 WINDERMERE RD,London,N6G 2J4,9330.0,Square feet,126,0.0,16110.51,kWh,,Cubic Meter,0.0,Litre,0.0,Litre,0.0,Litre,0.0,Metric Tonne,0.0,Metric Tonne,0.0,Giga Joule,,,0.0,Giga Joule,,,,  16 ,,,43.012026,-81.291877
GROSVENOR LODGE,Cultural facilities,1017 WESTERN RD,London,N6G 1G5,9220.0,Square feet,70,0.0,45250.22,kWh,,Cubic Meter,0.0,Litre,0.0,Litre,0.0,Litre,0.0,Metric Tonne,0.0,Metric Tonne,0.0,Giga Joule,,,0.0,Giga Joule,,,,  20 ,,,42.9962746941887,-81.27415238853258
ADELAIDE PUMP STN,Facilities related to the pumping of sewage,1201 ADELAIDE ST N,London,N5Y 2N4,0.0,Square feet,168,8557.0,1047291.53,kWh,,Cubic Meter,0.0,Litre,0.0,Litre,0.0,Litre,0.0,Metric Tonne,0.0,Metric Tonne,0.0,Giga Joule,,,0.0,Giga Joule,,,,  -   ,267.0,,43.0114376,-81.24279609999999
BERKSHIRE PUMP STN,Facilities related to the pumping of sewage,201 WONDERLAND RD S,London,N6K 3T3,1200.0,Square feet,168,2537.445,234557.11,kWh,,Cubic Meter,0.0,Litre,0.0,Litre,0.0,Litre,0.0,Metric Tonne,0.0,Metric Tonne,0.0,Giga Joule,,,0.0,Giga Joule,,,,  195 ,92.0,,42.9613026,-81.2933324
BOSTWICK PUMP STN,Facilities related to the pumping of sewage,1451 WHARNCLIFFE RD S,London,N6L 1J9,375.0,Square feet,168,111.117,42134.09,kWh,,Cubic Meter,0.0,Litre,0.0,Litre,0.0,Litre,0.0,Metric Tonne,0.0,Metric Tonne,0.0,Giga Joule,,,0.0,Giga Joule,,,,  112 ,379.0,,42.9293558617346,-81.2706747389808
BROOKDALE PUMP STN,Facilities related to the pumping of sewage,24 BROOKDALE AVE,London,N6J 2W4,0.0,Square feet,168,33.924,7871.92,kWh,,Cubic Meter,0.0,Litre,0.0,Litre,0.0,Litre,0.0,Metric Tonne,0.0,Metric Tonne,0.0,Giga Joule,,,0.0,Giga Joule,,,756.0,  -   ,232.0,,42.9745474,-81.2673897
BROUGHDALE PUMP STN,Facilities related to the pumping of sewage,37 TOWER LN,London,N6A 3L1,280.0,Square feet,168,226.395,27209.3,kWh,,Cubic Meter,0.0,Litre,0.0,Litre,0.0,Litre,0.0,Metric Tonne,0.0,Metric Tonne,0.0,Giga Joule,,,0.0,Giga Joule,,,,  97 ,120.0,,43.00869665,-81.2648525560892
BYRON PUMP STN,Facilities related to the pumping of sewage,1322 OLD BRIDGE RD,London,N6K 1Y2,540.0,Square feet,168,1534.001,206773.12,kWh,,Cubic Meter,0.0,Litre,0.0,Litre,0.0,Litre,0.0,Metric Tonne,0.0,Metric Tonne,0.0,Giga Joule,,,0.0,Giga Joule,,,,  383 ,135.0,,,
CHELSEA GREEN PUMP STN,Facilities related to the pumping of sewage,1 ADELAIDE ST S,London,N5Z 3K2,100.0,Square feet,168,1162.408,51767.89,kWh,,Cubic Meter,0.0,Litre,0.0,Litre,0.0,Litre,0.0,Metric Tonne,0.0,Metric Tonne,0.0,Giga Joule,,,0.0,Giga Joule,,,,  518 ,45.0,,42.974344,-81.22550290000001
CLARKE RD PUMP STN,Facilities related to the pumping of sewage,479 CLARKE RD,London,N5W 6H1,3040.0,Square feet,168,1475.257,267436.87,kWh,,Cubic Meter,0.0,Litre,0.0,Litre,0.0,Litre,0.0,Metric Tonne,0.0,Metric Tonne,0.0,Giga Joule,,,0.0,Giga Joule,,,,  88 ,181.0,,43.041672,-81.1945997
CRESTWOOD PUMP STN,Facilities related to the pumping of sewage,999 GABOR ST,London,N6K4V5,0.0,Square feet,168,60.109,20646.6,kWh,,Cubic Meter,0.0,Litre,0.0,Litre,0.0,Litre,0.0,Metric Tonne,0.0,Metric Tonne,0.0,Giga Joule,,,0.0,Giga Joule,,,,  -   ,343.0,,42.942486834615394,-81.31131049615391
DINGMAN CREEK PUMP STN,Facilities related to the pumping of sewage,3506 DINGMAN DR,London,N6E 3X1,3140.0,Square feet,168,175.0,172331.97,kWh,,Cubic Meter,0.0,Litre,0.0,Litre,0.0,Litre,0.0,Metric Tonne,0.0,Metric Tonne,0.0,Giga Joule,,,0.0,Giga Joule,,,,  55 ,985.0,,42.912729247292795,-81.2268277997608
EAST PARK PUMP STN,Facilities related to the pumping of sewage,1313 HAMILTON RD,London,N5W 1B1,2340.0,Square feet,168,444.049,88794.45,kWh,,Cubic Meter,0.0,Litre,0.0,Litre,0.0,Litre,0.0,Metric Tonne,0.0,Metric Tonne,0.0,Giga Joule,,,0.0,Giga Joule,,,,  38 ,200.0,,42.96536,-81.14412349999999
GORE RD PUMP STN,Facilities related to the pumping of sewage,3045 GORE RD,London,N5V 4T2,0.0,Square feet,168,3.695,1716.35,kWh,,Cubic Meter,0.0,Litre,0.0,Litre,0.0,Litre,0.0,Metric Tonne,0.0,Metric Tonne,0.0,Giga Joule,,,0.0,Giga Joule,,,165.0,  -   ,465.0,,42.9775374,-81.17515
HAZELDON PUMP STN,Facilities related to the pumping of sewage,32 1/2 HAMPTON CRES,London,N6H 2N8,0.0,Square feet,168,52.075,10878.74,kWh,,Cubic Meter,0.0,Litre,0.0,Litre,0.0,Litre,0.0,Metric Tonne,0.0,Metric Tonne,0.0,Giga Joule,,,0.0,Giga Joule,,,,  -   ,209.0,,42.9600916007257,-81.3149235909015
HUNT CLUB PUMP STN,Facilities related to the pumping of sewage,104 FITZWILLIAM BLVD,London,N6H 5H4,625.0,Square feet,168,724.959,85771.67,kWh,,Cubic Meter,0.0,Litre,0.0,Litre,0.0,Litre,0.0,Metric Tonne,0.0,Metric Tonne,0.0,Giga Joule,,,0.0,Giga Joule,,,,  137 ,118.0,,42.979729281575295,-81.33152134016909
HURON PUMP STN,Facilities related to the pumping of sewage,1099 WILLIAM ST,London,N5Y 2V4,256.0,Square feet,168,151.34799999999996,24274.17,kWh,,Cubic Meter,0.0,Litre,0.0,Litre,0.0,Litre,0.0,Metric Tonne,0.0,Metric Tonne,0.0,Giga Joule,,,0.0,Giga Joule,,,,  95 ,160.0,,43.0074384,-81.2440964
HYDE PARK PUMP STN,Facilities related to the pumping of sewage,1439 STAFFORDSHIRE RD,London,N6H 5P8,1313.0,Square feet,168,2461.611,85064.72,kWh,30.0,Cubic Meter,0.0,Litre,0.0,Litre,0.0,Litre,0.0,Metric Tonne,0.0,Metric Tonne,0.0,Giga Joule,,,0.0,Giga Joule,,,,  65 ,35.0,,42.985295799999996,-81.3316486
MANOR PARK PUMP STN,Facilities related to the pumping of sewage,80 TECUMSEH AVE W,London,N6C 1S1,0.0,Square feet,168,6.2879999999999985,1894.2,kWh,,Cubic Meter,0.0,Litre,0.0,Litre,0.0,Litre,0.0,Metric Tonne,0.0,Metric Tonne,0.0,Giga Joule,,,0.0,Giga Joule,,,182.0,  -   ,301.0,,42.969503499999995,-81.24395729999999
MEDWAY PUMP STN,Facilities related to the pumping of sewage,1424 CORLEY DR,London,N6G 2K4,0.0,Square feet,168,4047.548,796173.05,kWh,,Cubic Meter,0.0,Litre,0.0,Litre,0.0,Litre,0.0,Metric Tonne,0.0,Metric Tonne,0.0,Giga Joule,,,0.0,Giga Joule,,,,  -   ,197.0,,43.010490263319305,-81.2827210857311
NORTHRIDGE PUMP STN,Facilities related to the pumping of sewage,19 1/2 BENSON CRES,London,N5X 2B1,300.0,Square feet,168,218.998,34344.02,kWh,,Cubic Meter,0.0,Litre,0.0,Litre,0.0,Litre,0.0,Metric Tonne,0.0,Metric Tonne,0.0,Giga Joule,,,0.0,Giga Joule,,,,  114 ,157.0,,43.0374822339056,-81.2296749004293
PAARDEBURG PUMP STN,Facilities related to the pumping of sewage,31 1/2 PAARDEBURG CRES,London,N5Y 1B9,100.0,Square feet,168,74.992,15610.52,kWh,,Cubic Meter,0.0,Litre,0.0,Litre,0.0,Litre,0.0,Metric Tonne,0.0,Metric Tonne,0.0,Giga Joule,,,0.0,Giga Joule,,,,  156 ,208.0,,43.00965720000001,-81.210976
PITCARNIE PUMP STN,Facilities related to the pumping of sewage,58 PITCARNIE CRES,London,N6G 4N3,100.0,Square feet,168,9.565,7476.17,kWh,,Cubic Meter,0.0,Litre,0.0,Litre,0.0,Litre,0.0,Metric Tonne,0.0,Metric Tonne,0.0,Giga Joule,,,0.0,Giga Joule,,,718.0,  75 ,782.0,,43.0112179,-81.3042094
POND MILLS PUMP STN,Facilities related to the pumping of sewage,1121 COMMISSIONERS RD E,London,N5Z 4L9,1020.0,Square feet,168,7731.6309999999985,58201.25,kWh,,Cubic Meter,0.0,Litre,0.0,Litre,0.0,Litre,0.0,Metric Tonne,0.0,Metric Tonne,0.0,Giga Joule,,,0.0,Giga Joule,,,,  57 ,8.0,,42.9617456,-81.1979785
RIVER BEND PUMP STN,Facilities related to the pumping of sewage,2120 KAINS RD,London,N6K 0C1,3800.0,Square feet,168,176.675,215294.69,kWh,,Cubic Meter,0.0,Litre,0.0,Litre,0.0,Litre,0.0,Metric Tonne,0.0,Metric Tonne,0.0,Giga Joule,,,0.0,Giga Joule,,,,  57 ,,,42.9694926,-81.3702385
SANDFORD PUMP STN,Facilities related to the pumping of sewage,1251 SANDFORD,London,N5V 3Y1,100.0,Square feet,168,151.41299999999995,26926.34,kWh,,Cubic Meter,0.0,Litre,0.0,Litre,0.0,Litre,0.0,Metric Tonne,0.0,Metric Tonne,0.0,Giga Joule,,,0.0,Giga Joule,,,,  269 ,178.0,,43.023127,-81.204989
SOUTHLAND POLLUTION PLANT,Facilities related to the treatment of sewage,100 DENNIS AVE,London,N6P 1B5,640.0,Square feet,168,94942.0,185315.32,kWh,,Cubic Meter,0.0,Litre,0.0,Litre,0.0,Litre,0.0,Metric Tonne,0.0,Metric Tonne,0.0,Giga Joule,,,0.0,Giga Joule,,,,  290 ,2.0,,42.907626799999996,-81.2898129
SOUTHWINDS PUMP STN,Facilities related to the pumping of sewage,3938 WEST GRAHAM PL,London,N6P 1G3,430.0,Square feet,168,89.774,100718.28,kWh,,Cubic Meter,0.0,Litre,0.0,Litre,0.0,Litre,0.0,Metric Tonne,0.0,Metric Tonne,0.0,Giga Joule,,,0.0,Giga Joule,,,,  234 ,,,42.9162442664427,-81.3204768112991
SUMMERCREST PUMP STN,Facilities related to the pumping of sewage,135 OPTIMIST PK DR,London,N6K 4M1,625.0,Square feet,168,105.676,38159.05,kWh,,Cubic Meter,0.0,Litre,0.0,Litre,0.0,Litre,0.0,Metric Tonne,0.0,Metric Tonne,0.0,Giga Joule,,,0.0,Giga Joule,,,,  61 ,361.0,,42.938654997954295,-81.3360206596018
SUNNINGHILL PUMP STN,Facilities related to the pumping of sewage,18 MACKELLAR AVE,London,N6H 3L9,0.0,Square feet,168,143.39700000000005,28482.4,kWh,,Cubic Meter,0.0,Litre,0.0,Litre,0.0,Litre,0.0,Metric Tonne,0.0,Metric Tonne,0.0,Giga Joule,,,0.0,Giga Joule,,,,  -   ,199.0,,42.9658544,-81.2987181
TALBOT VILLAGE PUMP STN,Facilities related to the pumping of sewage,6664 PACK RD,London,N6P 1M1,196.0,Square feet,168,135.571,72772.38,kWh,,Cubic Meter,0.0,Litre,0.0,Litre,0.0,Litre,0.0,Metric Tonne,0.0,Metric Tonne,0.0,Giga Joule,,,0.0,Giga Joule,,,,  371 ,537.0,,42.9256433,-81.3147283
TRAFALGAR PUMP STN,Facilities related to the pumping of sewage,2264 TRAFALGAR ST,London,N5V 4Z8,1600.0,Square feet,168,623.9730000000002,102968.62,kWh,,Cubic Meter,0.0,Litre,0.0,Litre,0.0,Litre,0.0,Metric Tonne,0.0,Metric Tonne,0.0,Giga Joule,,,0.0,Giga Joule,,,,  64 ,165.0,,42.9829737,-81.2031709
VICTORIA PUMP STN,Facilities related to the pumping of sewage,27 VICTORIA ST,London,N6A 2B3,0.0,Square feet,168,25.985,7933.52,kWh,,Cubic Meter,0.0,Litre,0.0,Litre,0.0,Litre,0.0,Metric Tonne,0.0,Metric Tonne,0.0,Giga Joule,,,0.0,Giga Joule,,,762.0,  -   ,305.0,,43.0010093,-81.2672495
WESTFIELD VILLAGE PUMP STN,Facilities related to the pumping of sewage,3129 POMEROY LN,London,N6P 0B6,0.0,Square feet,168,21.486,25270.92,kWh,,Cubic Meter,0.0,Litre,0.0,Litre,0.0,Litre,0.0,Metric Tonne,0.0,Metric Tonne,0.0,Giga Joule,,,0.0,Giga Joule,,,,  -   ,,,42.936817,-81.3114316
WESTMOUNT PUMP STN,Facilities related to the pumping of sewage,603 WONDERLAND RD S,London,N6J 4G7,1335.0,Square feet,168,1304.647,90693.14,kWh,,Cubic Meter,0.0,Litre,0.0,Litre,0.0,Litre,0.0,Metric Tonne,0.0,Metric Tonne,0.0,Giga Joule,,,0.0,Giga Joule,,,,  68 ,70.0,,42.9538612727273,-81.2908736948052
WONDERLAND PUMP STN,Facilities related to the pumping of sewage,4695 DINGMAN DR,London,N6L 1H4,0.0,Square feet,168,1430.0,1738366.4,kWh,,Cubic Meter,0.0,Litre,0.0,Litre,0.0,Litre,0.0,Metric Tonne,0.0,Metric Tonne,0.0,Giga Joule,,,0.0,Giga Joule,,,,  -   ,,,42.9092062899543,-81.2643052471073
ARVA PUMPING,Facilities related to the pumping of water,13966 MEDWAY RD,Arva,N0M 1C0,7800.0,Square feet,168,40074.0,5708001.73,kWh,,Cubic Meter,0.0,Litre,0.0,Litre,0.0,Litre,0.0,Metric Tonne,0.0,Metric Tonne,0.0,Giga Joule,,,0.0,Giga Joule,,,,  732 ,142.0,,,
FANSHAWE WELLS,Facilities related to the pumping of water,2835 CLARKE RD,London,N5X 3Y7,0.0,Square feet,168,2.562,79891.75,kWh,,Cubic Meter,0.0,Litre,0.0,Litre,0.0,Litre,0.0,Metric Tonne,0.0,Metric Tonne,0.0,Giga Joule,,,0.0,Giga Joule,,,,  -   ,,,43.041672,-81.1945997
HYDE PARK PUMP STN,Facilities related to the pumping of water,1439 STAFFORDSHIRE RD,London,N6H 5P8,1313.0,Square feet,168,1916.0,174207.38,kWh,,Cubic Meter,0.0,Litre,0.0,Litre,0.0,Litre,0.0,Metric Tonne,0.0,Metric Tonne,0.0,Giga Joule,,,0.0,Giga Joule,,,,  133 ,91.0,,42.985295799999996,-81.3316486
HYDE PARK WELL,Facilities related to the pumping of water,500 HYDE PARK RD,London,N6H 4Z9,70.0,Square feet,168,1.0,13042.59,kWh,,Cubic Meter,0.0,Litre,0.0,Litre,0.0,Litre,0.0,Metric Tonne,0.0,Metric Tonne,0.0,Giga Joule,,,0.0,Giga Joule,,,,  186 ,,,42.968902299999996,-81.3171159
POND MILLS PUMP STN,Facilities related to the pumping of water,1121 COMMISSIONERS RD E,London,N5Z 4L9,0.0,,168,7731.6309999999985,372039.95,kWh,,Cubic Meter,0.0,Litre,0.0,Litre,0.0,Litre,0.0,Metric Tonne,0.0,Metric Tonne,0.0,Giga Joule,,,0.0,Giga Joule,,,,  -   ,,,42.9617456,-81.1979785
SPRINGBANK PUMP STN/# 3 RES(split),Facilities related to the pumping of water,844 COMMISSIONERS RD W,London,N6K 1C2,0.0,Square feet,168,4358.016,831318.14,kWh,,Cubic Meter,0.0,Litre,0.0,Litre,0.0,Litre,0.0,Metric Tonne,0.0,Metric Tonne,0.0,Giga Joule,,,0.0,Giga Joule,,,,  -   ,191.0,,42.9531075043478,-81.3094974652174
WICKERSON PUMP STN,Facilities related to the pumping of water,2080 WICKERSON RD,London,N6K 5C4,1120.0,Square feet,168,259.914,109033.81,kWh,,Cubic Meter,0.0,Litre,0.0,Litre,0.0,Litre,0.0,Metric Tonne,0.0,Metric Tonne,0.0,Giga Joule,,,0.0,Giga Joule,,,,  97 ,419.0,,42.9491795080899,-81.35030685887591
WONDERLAND RD S PUMP STN WSTM,Facilities related to the pumping of water,603 WONDERLAND RD S,London,N6H 3E5,1224.0,Square feet,168,7900.464,207330.87,kWh,,Cubic Meter,0.0,Litre,0.0,Litre,0.0,Litre,0.0,Metric Tonne,0.0,Metric Tonne,0.0,Giga Joule,,,0.0,Giga Joule,,,,  169 ,26.0,,42.9538612727273,-81.2908736948052
ADELAIDE PCP,Facilities related to the treatment of sewage,1201 ADELAIDE ST N,London,N5Y 2N4,12900.0,Square feet,168,8557.0,4030935.21,kWh,,Cubic Meter,0.0,Litre,0.0,Litre,0.0,Litre,0.0,Metric Tonne,0.0,Metric Tonne,0.0,Giga Joule,,,0.0,Giga Joule,,,,  401 ,604.0,,43.0114376,-81.24279609999999
GREENWAY PCC,Facilities related to the treatment of sewage,109 GREENSIDE AVE,London,N6J 2X5,35952.0,Square feet,168,42025.0,22818456.87,kWh,,Cubic Meter,0.0,Litre,0.0,Litre,0.0,Litre,0.0,Metric Tonne,0.0,Metric Tonne,0.0,Giga Joule,,,0.0,Giga Joule,,,,  825 ,706.0,,,
OXFORD PCP,Facilities related to the treatment of sewage,1570 OXFORD ST W,London,N6H 1W2,6255.0,Square feet,168,3302.0,3376665.36,kWh,,Cubic Meter,0.0,Litre,0.0,Litre,0.0,Litre,0.0,Metric Tonne,0.0,Metric Tonne,0.0,Giga Joule,,,0.0,Giga Joule,,,,  540 ,,,42.971562,-81.3345411
POTTERSBURG PCP,Facilities related to the treatment of sewage,1139 HAMILTON RD,London,N5W 1B1,11930.0,Square feet,168,8556.0,4747488.91,kWh,,Cubic Meter,0.0,Litre,0.0,Litre,0.0,Litre,0.0,Metric Tonne,0.0,Metric Tonne,0.0,Giga Joule,,,0.0,Giga Joule,,,,  461 ,643.0,,42.96536,-81.14412349999999
VAUXHALL PCP,Facilities related to the treatment of sewage,54 PRICE ST,London,N5Z 2H9,0.0,Square feet,168,5330.0,2858783.07,kWh,,Cubic Meter,0.0,Litre,0.0,Litre,0.0,Litre,0.0,Metric Tonne,0.0,Metric Tonne,0.0,Giga Joule,,,0.0,Giga Joule,,,,  -   ,609.0,,42.97567330844149,-81.2073481708143
FIRE HALL # 01,Fire stations and associated offices and facilities,400 HORTON ST E,London,N6B 1L7,32937.0,Square feet,168,0.0,382985.1,kWh,,Cubic Meter,0.0,Litre,0.0,Litre,0.0,Litre,0.0,Metric Tonne,0.0,Metric Tonne,0.0,Giga Joule,,,0.0,Giga Joule,,,,  28 ,,,42.98178720000001,-81.23753470000001
FIRE HALL # 02,Fire stations and associated offices and facilities,1103 FLORENCE ST,London,N5W 2M7,24700.0,Square feet,168,0.0,403673.0,kWh,,Cubic Meter,0.0,Litre,0.0,Litre,0.0,Litre,0.0,Metric Tonne,0.0,Metric Tonne,0.0,Giga Joule,,,0.0,Giga Joule,,,,  35 ,,,42.9906552,-81.212471
FIRE HALL # 03,Fire stations and associated offices and facilities,550 COMMISSIONERS RD W,London,N6K 1B7,8052.0,Square feet,168,0.0,70782.7,kWh,,Cubic Meter,0.0,Litre,0.0,Litre,0.0,Litre,0.0,Metric Tonne,0.0,Metric Tonne,0.0,Giga Joule,,,0.0,Giga Joule,,,,  37 ,,,42.9538022285714,-81.29185048571429
