Operation Name,Operation Type,Address,City,Postal Code,Total Floor Area,Unit1,Average Hours Per Week,Annual Flow,Electricity,Unit2,Natural Gas,Unit3,Fuel Oil 1 & 2,Unit4,Fuel Oil 4 & 6,Unit5,Propane,Unit6,Coal,Unit7,Wood,Unit8,District Heat,Unit9,Renewable1,Emission Factor1,District Cool,Unit10,Renewable2,Emission Factor2,GHG Emissions (Kg),Energy Intensity (ekWh/sqft),Energy Intensity (ekWh/Mega Litres),Comments,lat,lng
NORTHRIDGE PUMP STN,Facilities related to the pumping of sewage,19 1/2 BENSON CRES,LONDON,N5X 2B1,27.87,Square meters,168,77.70930,"34,344.01549",kWh,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,43.0374822339056,-81.2296749004293
PAARDEBURG PUMP STN,Facilities related to the pumping of sewage,31 1/2 PAARDEBURG CRES,LONDON,N5Y 1B9,9.29,Square meters,168,19.58007,"15,610.51887",kWh,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,43.0096572,-81.210976
PITCARNIE PUMP STN,Facilities related to the pumping of sewage,58 PITCARNIE CRES,LONDON,N6G 4N3,9.29,Square meters,168,424.89200,"7,476.17075",kWh,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,43.0112179,-81.3042094
POND MILLS PUMP STN,Facilities related to the pumping of sewage,1121 COMMISSIONERS RD E,LONDON,N5Z 4L9,94.76,Square meters,168,224.78338,"58,201.24511",kWh,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,42.9617456,-81.1979785
RIVER BEND PUMP STN,Facilities related to the pumping of sewage,2120 KAINS RD,LONDON,N6K 0C1,353.04,Square meters,168,158.55128,"212,216.32819",kWh,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,42.9694926,-81.3702385
SANDFORD PUMP STN,Facilities related to the pumping of sewage,1251 SANDFORD,LONDON,N5V 3Y1,9.29,Square meters,168,98.82700,"26,926.33540",kWh,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,43.023127,-81.204989
SOUTHLAND POLLUTION PLANT,Facilities related to the pumping of sewage,100 DENNIS AVE,LONDON,N6P 1B5,59.46,Square meters,168,58.25286,"185,315.31531",kWh,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,42.9076268,-81.2898129
SOUTHWINDS PUMP STN,Facilities related to the pumping of sewage,3938 WEST GRAHAM PL,LONDON,N6P 1G3,39.95,Square meters,168,0.19374,"100,718.27770",kWh,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,42.9162442664427,-81.3204768112991
STANLEY STREET PUMP STN,Facilities related to the pumping of sewage,10 BECHER ST,LONDON,N6C 1B1,0.00,Square meters,168,6.53131,"5,132.87161",kWh,114.75310,Cubic Meter,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,42.9792895,-81.2593287
SUMMERCREST PUMP STN,Facilities related to the pumping of sewage,135 OPTIMIST PK DR,LONDON,N6K 4M1,58.07,Square meters,168,129.18900,"38,159.05376",kWh,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,42.9386549979543,-81.3360206596018
SUNNINGHILL PUMP STN,Facilities related to the pumping of sewage,18 MACKELLAR AVE,LONDON,N6H 3L9,0.00,Square meters,168,174.59167,"28,482.39546",kWh,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,42.9658544,-81.2987181
TALBOT VILLAGE PUMP STN,Facilities related to the pumping of sewage,6664 PACK RD,LONDON,N6P 1M1,18.21,Square meters,168,141.36600,"72,772.37744",kWh,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,42.9256433,-81.3147283
TRAFALGAR PUMP STN,Facilities related to the pumping of sewage,2264 TRAFALGAR ST,LONDON,N5V 4Z8,148.65,Square meters,168,690.63300,"102,968.62060",kWh,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,42.9829737,-81.2031709
VICTORIA PUMP STN,Facilities related to the pumping of sewage,27 VICTORIA ST,LONDON,N6A 2B3,0.00,Square meters,168,30.43278,"7,933.51684",kWh,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,43.0010093,-81.2672495
WESTFIELD VILLAGE PUMP STN,Facilities related to the pumping of sewage,3129 POMEROY LN,LONDON,N6P 0B6,0.00,Square meters,168,26.52790,"25,673.29287",kWh,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,42.936817,-81.3114316
WESTMOUNT PUMP STN,Facilities related to the pumping of sewage,603 WONDERLAND RD S,LONDON,N6J 4G7,124.03,Square meters,168,375.43800,"90,693.13512",kWh,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,42.9538612727273,-81.2908736948052
WONDERLAND PUMP STN,Facilities related to the pumping of sewage,4695 DINGMAN DR,LONDON,N6L 1H4,0.00,Square meters,168,9277.25200,"1,753,776.72757",kWh,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,42.9092062899543,-81.2643052471073
ARVA PUMPING,Facilities related to the pumping of water,13966 MEDWAY RD,LONDON,N0M 1C0,724.66,Square meters,168,"37,641.20","5,708,001.73123",kWh,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,
FANSHAWE WELLS,Facilities related to the pumping of water,2835 CLARKE RD,LONDON,N5X 3Y7,0.00,Square meters,168,735.9,"79,891.75430",kWh,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,43.041672,-81.1945997
HYDE PARK PUMP STN,Facilities related to the pumping of water,1439 STAFFORDSHIRE RD,LONDON,N6H 5P8,121.98,Square meters,168,"1,822.00","174,207.38496",kWh,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,42.9852958,-81.3316486
POND MILLS PUMP STN,Facilities related to the pumping of water,1121 COMMISSIONERS RD E,LONDON,N5Z 4L9,94.76,Square meters,168,"1,598.30","372,039.94955",kWh,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,42.9617456,-81.1979785
SPRINGBANK PUMP STN/# 3 RES(split),Facilities related to the pumping of water,844 COMMISSIONERS RD W,LONDON,N6K 1C2,0.00,Square meters,168,"4,284.90","831,318.14143",kWh,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,42.9531075043478,-81.3094974652174
WICKERSON PUMP STN,Facilities related to the pumping of water,2080 WICKERSON RD,LONDON,N6K 5C4,104.05,Square meters,168,259.9,"109,033.81317",kWh,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,42.9491795080899,-81.3503068588759
WONDERLAND RD S PUMP STN WSTM,Facilities related to the pumping of water,603 WONDERLAND RD S,LONDON,N6H 3E5,113.72,Square meters,168,589.2,"207,330.86645",kWh,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,42.9538612727273,-81.2908736948052
ADELAIDE PCP,Facilities related to the treatment of sewage,1201 ADELAIDE ST N,LONDON,N5Y 2N4,"1,198.48",Square meters,168,9422.00000,"4,030,935.20968",kWh,"108,467.34544",Cubic Meter,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,43.0114376,-81.2427961
GREENWAY PCC,Facilities related to the treatment of sewage,109 GREENSIDE AVE,LONDON,N6J 2X5,"3,340.13",Square meters,168,47407.00000,"22,818,456.87194",kWh,"1,027,652.72245",Cubic Meter,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,
OXFORD PCP,Facilities related to the treatment of sewage,1570 OXFORD ST W,LONDON,N6H 1W2,581.12,Square meters,168,3610.00000,"3,376,665.36358",kWh,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,42.971562,-81.3345411
POTTERSBURG PCP,Facilities related to the treatment of sewage,1139 HAMILTON RD,LONDON,N5W 1B1,"1,108.36",Square meters,168,9861.00000,"4,747,488.91342",kWh,"71,270.61166",Cubic Meter,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,42.96536,-81.1441235
VAUXHALL PCP,Facilities related to the treatment of sewage,54 PRICE ST,LONDON,N5Z 2H9,0.00,Square meters,168,5756.00000,"2,858,783.06868",kWh,"36,371.92685",Cubic Meter,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,42.9756733084415,-81.2073481708143
FIRE HALL # 01,Fire stations and associated offices and facilities,400 HORTON ST E,LONDON,N6B 1L7,"3,060.02",Square meters,168,,"382,198.86323",kWh,"49,575.97737",Cubic Meter,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,42.9817872,-81.2375347
FIRE HALL # 02,Fire stations and associated offices and facilities,1103 FLORENCE ST,LONDON,N5W 2M7,"2,294.76",Square meters,168,,"403,672.99887",kWh,"44,090.59240",Cubic Meter,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,42.9906552,-81.212471
FIRE HALL # 03,Fire stations and associated offices and facilities,550 COMMISSIONERS RD W,LONDON,N6K 1B7,748.07,Square meters,168,,"70,782.70226",kWh,"21,634.26709",Cubic Meter,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,42.9538022285714,-81.2918504857143
FIRE HALL # 04,Fire stations and associated offices and facilities,807 COLBORNE ST,LONDON,N6A 3Z8,410.46,Square meters,168,,"76,203.14313",kWh,"7,540.62493",Cubic Meter,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,42.999574,-81.2466024
FIRE HALL # 05,Fire stations and associated offices and facilities,751 DEVERON CRES,LONDON,N5Z 5E6,754.39,Square meters,168,,"82,130.56514",kWh,"12,816.67952",Cubic Meter,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,42.9630559,-81.19554
FIRE HALL # 06,Fire stations and associated offices and facilities,590 OXFORD ST W,LONDON,N6H 1T9,898.02,Square meters,168,,"90,199.45480",kWh,"20,795.19321",Cubic Meter,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,42.9834988,-81.2933117666667
FIRE HALL # 07,Fire stations and associated offices and facilities,1295 WEBSTER ST,LONDON,N5V 3P8,612.62,Square meters,168,,"49,471.89711",kWh,"14,506.78861",Cubic Meter,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,43.023386,-81.212058
FIRE HALL # 08,Fire stations and associated offices and facilities,1565 WESTERN RD,LONDON,N6G 1H5,612.62,Square meters,168,,"61,395.17226",kWh,"16,821.94570",Cubic Meter,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,43.020373,-81.279351
FIRE HALL # 09,Fire stations and associated offices and facilities,746 WELLINGTON RD,LONDON,N6C 4R2,"1,429.63",Square meters,168,,"126,414.00935",kWh,"23,677.47602",Cubic Meter,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,42.9480627811452,-81.2276573037506
FIRE HALL # 10,Fire stations and associated offices and facilities,2125 TRAFALGAR ST,LONDON,N5V 4Z7,842.00,Square meters,168,,"116,282.66449",kWh,"19,094.09296",Cubic Meter,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,42.9829737,-81.2031709
FIRE HALL # 11,Fire stations and associated offices and facilities,7109 WESTMINSTER DR,LONDON,N6P 1N4,946.43,Square meters,168,,"88,559.96892",kWh,"21,863.84429",Cubic Meter,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,42.8982734,-81.2387878
FIRE HALL # 12,Fire stations and associated offices and facilities,275 BOLER RD,LONDON,N6K 2J9,"1,114.86",Square meters,168,,"252,900.53758",kWh,"38,165.40841",Cubic Meter,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,42.9616615030818,-81.333220045932
FIRE HALL # 12-GREY BOX SEASONAL,Fire stations and associated offices and facilities,275 BOLER RD,LONDON,N6K 2J9,9.29,Square meters,168,,13.38909,kWh,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,42.9616615030818,-81.333220045932
FIRE HALL # 13,Fire stations and associated offices and facilities,790 FANSHAWE PK RD E,LONDON,N5X 1L5,408.78,Square meters,168,,"35,700.48000",kWh,"4,615.23142",Cubic Meter,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,43.037236,-81.247369
FIRE HALL # 14,Fire stations and associated offices and facilities,2225 HYDE PARK RD,LONDON,N6H 5K2,783.10,Square meters,168,,"70,926.92178",kWh,"8,383.72956",Cubic Meter,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,43.0150149747001,-81.3404012587838
CARLING ARENA,Indoor ice rinks,675 GROSVENOR ST,LONDON,N5Y 3T5,"4,867.31",Square meters,126,,"1,011,326.29989",kWh,"94,627.21754",Cubic Meter,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,43.005562,-81.234056
FARQUHARSON ARENA,Indoor ice rinks,411 TECUMSEH AVE E,LONDON,N6C 1T4,"3,583.64",Square meters,126,,"706,190.08831",kWh,"33,900.72732",Cubic Meter,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,42.96961294,-81.241548645
GLEN CAIRN ARENA & POOL,Indoor ice rinks,370 CHIPPENDALE CRES,LONDON,N5Z 3G2,"2,728.63",Square meters,126,,"469,494.68036",kWh,"41,883.40264",Cubic Meter,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,42.9633598730562,-81.2112648623454
KINSMEN ARENA SPLASH PAD,Indoor ice rinks,20 GRANVILLE ST,LONDON,N6H 1J3,"5,251.01",Square meters,126,,"1,039,617.67895",kWh,"124,414.17151",Cubic Meter,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,42.9875432,-81.2646583
LAMBETH ARENA,Indoor ice rinks,7112  BEATTIE ST,LONDON,N6P 1A2,"3,578.62",Square meters,126,,"701,222.49537",kWh,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,42.9097001068087,-81.3045035745406
MEDWAY ARENA & SPLASH,Indoor ice rinks,119 SHERWOOD FOREST SQ,LONDON,N6G 2C3,"2,324.68",Square meters,126,,"469,131.92846",kWh,"84,285.58764",Cubic Meter,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,43.0033943333333,-81.304071
NICHOLS ARENA,Indoor ice rinks,799 HOMEVIEW RD,LONDON,N6C 5S6,"7,019.92",Square meters,126,,"2,002,974.42490",kWh,"122,920.97686",Cubic Meter,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,42.9428687,-81.2524955
OAKRIDGE ARENA-SPL PAD-POOL,Indoor ice rinks,825 VALETTA,LONDON,N6H 2Z2,"2,786.14",Square meters,126,,"392,108.45676",kWh,"51,271.88136",Cubic Meter,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,42.9753397401807,-81.3055440723341
SILVERWOOD ARENA,Indoor ice rinks,50 SYCAMORE ST,LONDON,N5Z 1K8,"2,325.61",Square meters,126,,"270,271.90081",kWh,"26,508.85521",Cubic Meter,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,42.98324692,-81.20611992
ARGYLE ARENA,Indoor recreational facilities,1948 WAVELL ST,LONDON,N5V 1P4,"4,576.52",Square meters,126,,"1,080,622.22210",kWh,"108,505.66817",Cubic Meter,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,43.0002089499258,-81.1685502451732
STRONACH ARENA & POOL & SPLASH,Indoor recreational facilities,1221 SANDFORD,LONDON,N5V 2J8,"7,125.09",Square meters,126,,"1,659,437.77129",kWh,"133,554.04502",Cubic Meter,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,43.020539,-81.203634
CANADA GAMES AQUATIC CTR,Indoor swimming pools,1045 WONDERLAND RD N,LONDON,N6G 2Y9,"4,761.21",Square meters,126,,"2,005,738.44091",kWh,"141,624.34985",Cubic Meter,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,43.0028073343031,-81.3025458868209
